Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2020-01-02,72.79602813720703,72.85662080131382,71.5453946624551,71.79988089307743,135480400
2020-01-03,72.08831787109375,72.85178412161846,71.86291488793668,72.0204543687486,146322800
2020-01-06,72.66272735595703,72.70150755258545,70.95401700998774,71.20608458978934,118387200
2020-01-07,72.32097625732422,72.9293215125039,72.10041809515171,72.67240923493256,108872000
2020-01-08,73.48436737060547,73.78733072188223,72.02287245990904,72.02287245990904,132079200
2020-01-09,75.04522705078125,75.23912061605091,74.21389747975358,74.46595763529108,170108400
2020-01-10,75.21488189697266,75.78203573703135,74.71075419050038,75.28032670743771,140644800
2020-01-13,76.82180786132812,76.8484724820647,75.41363481692566,75.53240147855318,121532000
2020-01-14,75.78445434570312,76.96965039455488,75.66085034178165,76.758789108947,161954400
2020-01-15,75.45967864990234,76.46794145974869,75.02583310750762,75.58329005054169,121923600
2020-01-16,76.40489959716797,76.51639538996747,75.64143374623438,76.0049896177802,108829200
2020-01-17,77.25077819824219,77.25319687439719,76.34673326538457,76.65454124150132,137816400
2020-01-21,76.727294921875,77.32109870394757,76.58914184653274,76.87756357369283,110843200
2020-01-22,77.00117492675781,77.55619850839689,76.90664680269603,77.21445493124304,101832400
2020-01-23,77.37199401855469,77.45197308761732,76.50430285128039,77.05448902284745,104472000
2020-01-24,77.14899444580078,78.36569234251847,76.95751957755354,77.61919405852058,146537600
2020-01-27,74.88040924072266,75.56388879724423,73.89395899955545,75.14943709018755,161940000
2020-01-28,76.99871826171875,77.1707993206053,75.66567993131815,75.76505276717205,162234000
2020-01-29,78.6104965209961,79.46121987792021,77.89308146084672,78.63716113897716,216229200
2020-01-30,78.49658203125,78.5499038706555,77.25564547406604,77.68949101302144,126743200
2020-01-31,75.01611328125,78.20812936709012,74.72042090656772,77.78398089337324,199588400
2020-02-03,74.81013488769531,75.98078201621831,73.24926711862054,73.75339487793374,173788400
2020-02-04,77.27987670898438,77.47135157736116,76.0147017269092,76.42188260936533,136616400
2020-02-05,77.9100341796875,78.71228029302294,77.30410766529131,78.41173571221898,118826800
2020-02-06,78.82133483886719,78.82376091158548,77.62160489685358,78.1814803491059,105425600
2020-02-07,77.74996948242188,78.56869590968388,77.25678964383889,78.31846195048404,117684000
2020-02-10,78.11925506591797,78.11925506591797,76.24857599132079,76.32874488009631,109348800
2020-02-11,77.64791870117188,78.69015846210117,77.42926892141327,78.6172776735546,94323200
2020-02-12,79.49186706542969,79.49672331224599,78.09978499142156,78.09978499142156,113730400
2020-02-13,78.92581939697266,79.25379778682812,78.55654436332367,78.76061799356015,94747600
2020-02-14,78.94526672363281,79.1955006836328,78.43507889247289,78.89424275063291,80113600
2020-02-18,77.49970245361328,77.68191178540077,76.43316693944115,76.61537627122864,152531200
2020-02-19,78.62214660644531,78.85294816427883,77.74268368353454,77.74268368353454,93984000
2020-02-20,77.8155517578125,78.87236767412692,77.3077958277377,78.3816197327152,100566000
2020-02-21,76.05419158935547,77.85199672111999,75.43468266835458,77.40740168585418,129554000
2020-02-24,72.44161224365234,73.89928775555202,70.26725072020794,72.21810615040218,222195200
2020-02-25,69.98783111572266,73.49840130839426,69.51409119791701,73.11455016100783,230673600
2020-02-26,71.09809875488281,72.36870817005541,69.60398331830831,69.61127139696013,198054800
2020-02-27,66.45055389404297,69.48252112113946,66.31450479546683,68.2920878015383,320605600
2020-02-28,66.41165161132812,67.63853218874527,62.28400538368419,62.500230676076534,426510000
2020-03-02,72.59464263916016,73.23359135629464,67.47091599038848,68.57874837854894,341397200
2020-03-03,70.28910064697266,73.85554422696504,69.43392644246603,73.77537535235231,319475600
2020-03-04,73.54942321777344,73.70976836620322,71.21471719102264,72.01886735003644,219178400
2020-03-05,71.16370391845703,72.77442872757254,70.79685330071517,71.7953572173482,187572800
2020-03-06,70.2186508178711,70.6535260401931,68.32367582727727,68.51074149489992,226176800
2020-03-09,64.66490173339844,67.5608121841011,63.89476010790818,64.07696949985089,286744800
2020-03-10,69.32217407226562,69.58941601369386,65.44232820850907,67.33002237477794,285290000
2020-03-11,66.91458129882812,68.32124000631373,66.04726273626676,67.39076055716758,255598800
2020-03-12,60.30644226074219,65.59537401061138,60.250565757894904,62.17955623859568,418474000
2020-03-13,67.53164672851562,68.0053940210408,61.453141557980196,64.35391881351434,370732000
2020-03-16,58.84391403198242,62.942405493904495,58.30700208996455,58.78074574053364,322423600
2020-03-17,61.4312858581543,62.585274902506356,57.91828734590941,60.13152411847769,324056000
2020-03-18,59.927459716796875,60.736469941261674,57.60732582362869,58.251134629242024,300233600
2020-03-19,59.46828079223633,61.42642361595355,58.941088778701626,60.10236956557699,271857200
2020-03-20,55.692909240722656,61.181055225922066,55.391655045407944,60.051354773786564,401693200
2020-03-23,54.509769439697266,55.513137175340134,51.652727040400855,55.41110034397885,336752800
2020-03-24,59.97846603393555,60.17525155765079,56.92220713241407,57.42267493521064,287531200
2020-03-25,59.64806365966797,62.74076316410799,59.3516694383783,60.91866936456952,303602000
2020-03-26,62.786930084228516,62.845234719440775,59.85214358361415,59.89101581179546,252087200
2020-03-27,60.18740463256836,62.16255182038572,60.01977140734215,61.40456197455526,204216800
2020-03-30,61.905025482177734,62.07751865016797,60.59068767059111,60.91623789559668,167976400
2020-03-31,61.77870559692383,63.77086105225512,61.222361168207975,62.096967810577766,197002000
2020-04-01,58.52808380126953,60.42549023789971,58.09564049822196,59.88615017103195,176218400
2020-04-02,59.50472640991211,59.558174794508744,57.55387149331358,58.38960582657782,165934000
2020-04-03,58.649559020996094,59.691795094969585,58.056770548986755,58.98725360699361,129880000
2020-04-06,63.765995025634766,63.92147650814731,60.58583486452881,60.95510987284994,201820400
2020-04-07,63.02745056152344,66.00840138150541,62.922985608049494,65.78974414886854,202887200
2020-04-08,64.6406021118164,64.95642874150907,63.464745123474984,63.83158830415397,168895200
2020-04-09,65.1070556640625,65.61238718160247,64.30776915947149,65.27955255492029,161834800
2020-04-13,66.38495635986328,66.49428496270015,64.58229481333173,65.18480321625717,131022800
2020-04-14,69.73759460449219,70.02913255388498,67.55108222640038,68.02482954063414,194994800
2020-04-15,69.10108184814453,69.5626774503411,68.1778906437514,68.60790210124026,131154400
2020-04-16,69.650146484375,70.01699709120813,68.59576238272669,69.81777971437695,157125200
2020-04-17,68.705078125,69.71330925617515,67.26197929396938,69.1642493049272,215250000
2020-04-20,67.27899169921875,68.43298447365049,67.25955929365115,67.52680120844859,130015200
2020-04-21,65.19937133789062,67.35673149875346,64.48511000316932,67.12107374662952,180991600
2020-04-22,67.07734680175781,67.51464634090605,66.12985952419092,66.47240662852322,116862400
2020-04-23,66.81739044189453,68.44998669440024,66.77851821991604,67.02146404669297,124814400
2020-04-24,68.74637603759766,68.7560959459344,67.29598925775215,67.3445813853182,126161200
2020-04-27,68.79497528076172,69.12780988807344,68.01268939638848,68.4621332593315,117087600
2020-04-28,67.67985534667969,69.44121285588518,67.58754214647125,69.25900345838117,112004800
2020-04-29,69.90282440185547,70.37414002699974,68.96991306323223,69.17398672348229,137280800
2020-04-30,71.37747192382812,71.55482502405167,70.05342178364079,70.4445609565597,183064000
2020-05-01,70.22836303710938,72.64081369930636,69.44607705455206,69.54325391781421,240616800
2020-05-04,71.22200775146484,71.35076875806811,69.5602589927265,70.25265616239726,133568000
2020-05-05,72.29096221923828,73.12669648649918,71.53782864635428,71.68359763047998,147751200
2020-05-06,73.03681182861328,73.67089693622526,72.60922476151869,72.99550777203844,142333600
2020-05-07,73.79237365722656,74.13979187417405,73.36236215111808,73.66604447823067,115215200
2020-05-08,75.54876708984375,75.60236016603984,74.12612330759006,74.45498957360294,133838400
2020-05-11,76.737548828125,77.23449466676063,74.8447446800333,75.0542475774182,145946400
2020-05-12,75.86056518554688,77.87760182453242,75.73876343818256,77.42449545855905,162301200
2020-05-13,74.94461822509766,76.96653181484587,73.86301804797671,76.04083401805624,200622400
2020-05-14,75.405029296875,75.4659301717339,73.45376288745526,74.17970399208137,158929200
2020-05-15,74.95922088623047,75.00550613978024,73.13219488038561,73.16630293423822,166348400
2020-05-18,76.72535705566406,77.10050853103726,75.59504066999202,76.28931213886284,135178400
2020-05-19,76.28199768066406,77.59257816496145,76.25032803863408,76.7424043944102,101729600
2020-05-20,77.76556396484375,77.8362036417467,77.10539299153962,77.14437045165351,111504800
2020-05-21,77.18575286865234,78.16991286590262,76.94701881675975,77.62667450841661,102688800
2020-05-22,77.68272399902344,77.76554829725728,76.82036552394693,76.92267483121685,81803200
2020-05-26,77.15653228759766,78.98598935270707,77.10050081133224,78.80572515787038,125522000
2020-05-27,77.49271392822266,77.63887753036026,76.26982690652362,77.01282211981075,112945200
2020-05-28,77.52681732177734,78.79112013772229,76.88857731287194,77.16628144944023,133560800
2020-05-29,77.45130920410156,78.23327447685958,77.09321170708697,77.7704292430654,153532400
2020-06-01,78.40377807617188,78.5255798108143,77.2734544102799,77.40500236526634,80791200
2020-06-02,78.7667465209961,78.79110835527389,77.6924543067813,78.13581441439783,87642800
2020-06-03,79.20037841796875,79.46347439329524,78.51341467973708,79.08832287583549,104491200
2020-06-04,78.51828002929688,79.32216858642559,78.14312856668211,79.02254104646114,87560400
2020-06-05,80.75455474853516,80.81545561938624,78.73995661708915,78.76918784562754,137250400
2020-06-08,81.23201751708984,81.26612557402613,79.73629595752215,80.45005239746396,95654400
2020-06-09,83.79716491699219,84.19180139437105,80.87879976817435,80.9104694123917,147712400
2020-06-10,85.95304870605469,86.42320162575061,84.30872525976866,84.7496469521118,166651600
